title_page_key,classification_key,is_reprint_nonrepresentative,cluster_key,subject,final_value,classification_source,source_revision,source_id
Alcala_1637,Alcala_1637,False,,Architecture,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Arithmetic,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Astronomy,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Cartography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Commercial Mathematics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Construction,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Cosmography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Geography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Gnomonics & Horology,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Instrument Construction,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Instrument Use,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Mechanics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Military Engineering,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Music Theory,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Navigation,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Perspective,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Practical Geometry,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Surveying,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Theoretical Mathematics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Alcala_1637,Alcala_1637,False,,Trigonometry,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_iil3iq
Amsterdam_1616,Amsterdam_1616,False,,Architecture,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Arithmetic,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Astronomy,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Cartography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Commercial Mathematics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Construction,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Cosmography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Geography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Gnomonics & Horology,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Instrument Construction,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Instrument Use,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Mechanics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Military Engineering,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Music Theory,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Navigation,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Perspective,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Practical Geometry,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Surveying,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Theoretical Mathematics,primary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1616,Amsterdam_1616,False,,Trigonometry,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_1p9b4d
Amsterdam_1618,Amsterdam_1618,False,,Architecture,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Arithmetic,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Astronomy,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Cartography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Commercial Mathematics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Construction,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Cosmography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Geography,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Gnomonics & Horology,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Instrument Construction,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Instrument Use,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Mechanics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Military Engineering,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Music Theory,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Navigation,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Perspective,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Practical Geometry,secondary,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Surveying,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Theoretical Mathematics,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1618,Amsterdam_1618,False,,Trigonometry,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_5u9s5i
Amsterdam_1626,Amsterdam_1626,False,,Architecture,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_hx9mem
Amsterdam_1626,Amsterdam_1626,False,,Arithmetic,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_hx9mem
Amsterdam_1626,Amsterdam_1626,False,,Astronomy,unrelated,new_full_run,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,exec_hx9mem
