edition_id,feature_id,source_id,source_revision,source_name,value
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Arithmetic::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Commercial Mathematics::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Military Engineering::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Construction::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Practical Geometry::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Surveying::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Perspective::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Cartography::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Architecture::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Gnomonics & Horology::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Astronomy::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Cosmography::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Geography::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Instrument Construction::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Instrument Use::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Mechanics::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Theoretical Mathematics::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Navigation::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Music Theory::unrelated
Alcala_1637,m_classifier,exec_iil3iq,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Trigonometry::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Arithmetic::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Commercial Mathematics::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Military Engineering::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Construction::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Practical Geometry::primary
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Surveying::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Perspective::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Cartography::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Architecture::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Gnomonics & Horology::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Astronomy::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Cosmography::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Geography::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Instrument Construction::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Instrument Use::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Mechanics::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Theoretical Mathematics::primary
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Navigation::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Music Theory::unrelated
Amsterdam_1616,m_classifier,exec_1p9b4d,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Trigonometry::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Arithmetic::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Commercial Mathematics::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Military Engineering::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Construction::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Practical Geometry::secondary
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Surveying::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Perspective::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Cartography::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Architecture::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Gnomonics & Horology::unrelated
Amsterdam_1618,m_classifier,exec_5u9s5i,6a0d47e3-f472-4b63-a6f5-67c693a0adf9,llm,Astronomy::unrelated
